id,user_id,date,start,end,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10
1877,b4a1335798e81b09b62b91fd622193a1,2014-03-11,2014-03-11 19:42:44,2014-03-11 19:45:54,-17,69,-17,-17,102,227,-17,-16,-4,-15,-18,-9,0,-17,-15,-13,-17,-10,0,-18,-17,-14,-16,-13,-11,0,-3,-17,-12,41
2028,f687c100e0ba12502a5148e96c0d647d,2014-05-08,2014-05-08 21:40:14,2014-05-08 21:41:59,0,0,-1,0,-2,0,-2,-4,-10,-3,-17,-25,-17,-25,-16,-16,-16,-25,0,-20,-7,-18,-1,-15,-18,0,-9,-1,0,-18
1879,97cd7b2fb6bfc497096df3e47798b1a4,2014-03-11,2014-03-11 23:53:05,2014-03-11 23:55:34,0,-6,0,-1,0,0,-10,15,0,0,-13,-15,-12,-13,-15,-13,-14,-12,-1,-11,-14,-15,-13,-11,-12,-12,-12,-7,18,-13
2033,7a038fc9ec96eaabc4c9eda3b668de10,2014-05-12,2014-05-12 14:48:38,2014-05-12 14:52:37,0,-2,5,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2
1903,c694e658849424eb449eddf394cf539a,2014-03-15,2014-03-15 22:41:04,2014-03-15 22:43:43,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1973,19f5db77a15767396c1a7d92093f66d0,2014-03-27,2014-03-27 18:44:41,2014-03-27 18:47:12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,16,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
1900,83c95ad6e14f91f7ee98cc60b4c8f24d,2014-03-13,2014-03-13 17:16:31,2014-03-13 17:24:43,0,-17,0,0,0,-18,-17,-1,0,0,0,0,0,-15,0,0,-12,-7,-11,-11,-17,0,0,-16,0,0,0,0,-17,0
1896,4d90c2a02e518e8e62bc455e9f7e4a5a,2014-03-12,2014-03-12 21:54:51,2014-03-12 21:57:18,9,0,1,6,0,-4,8,8,20,-7,-7,-15,-13,-15,-12,-13,2,-11,-9,-14,-12,3,-2,-14,-12,-1,-13,-14,-9,-12
2030,c4d8fa578a6064942a5df00c0a245dcf,2014-05-11,2014-05-11 01:10:18,2014-05-11 01:12:51,0,0,0,0,11,0,0,0,0,0,-10,-10,-5,-9,-12,-10,-12,-9,0,-2,-4,-5,-6,-8,0,0,-6,0,0,0
1990,9ff72e8a4cbb94dbcc7c5e24754f7a38,2014-04-30,2014-04-30 17:03:51,2014-04-30 17:06:06,-4,135,0,0,-11,0,0,0,-10,0,-15,-12,-15,-16,-13,-13,-13,-15,-11,-13,-15,-14,-14,-16,-14,-17,-13,-15,-17,-15
1987,1cc39f781267f2e4ce5a01ff24c77b57,2014-04-30,2014-04-30 15:39:07,2014-04-30 15:41:40,0,24,49,56,50,0,0,0,40,0,-13,-10,-10,-11,-13,-11,-12,-11,0,0,0,-7,0,0,0,0,0,0,0,0
2014,5e0172c15676050409e71da3805ed0dd,2014-05-07,2014-05-07 15:54:51,2014-05-07 15:56:33,-11,-16,-13,5,16,-15,2,-15,-11,-9,-16,-15,-12,-16,-13,-13,-15,-16,-8,-12,-14,-16,-15,-15,-15,-16,-16,-17,-13,-15
2019,cff99a32ae5db14283b5c0e9216dabcb,2014-05-07,2014-05-07 17:18:48,2014-05-07 17:21:21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2045,94c77635582f11d033df3afc0ed5c33a,2014-05-14,2014-05-14 14:56:19,2014-05-14 14:58:39,-11,-15,-12,-14,-17,-16,-15,-16,-10,-13,-14,0,-11,-16,-16,-14,-13,-17,-14,-17,-13,-11,-14,-16,-4,-12,-15,-16,-14,-16
2225,ae0491e46dc6926891b2606c855504c0,2014-10-06,2014-10-06 11:42:35,2014-10-06 11:44:36,-10,-13,-10,-13,-14,-11,-12,-12,-14,-10,-13,-8,-12,-9,-8,-13,-11,-11,-9,-13,-13,-10,-12,-14,-12,-11,-11,-12,-14,0
2131,d5eb2881595eaf10b8bad6159eba9dd9,2014-09-22,2014-09-22 16:55:45,2014-09-22 16:57:50,0,0,0,0,0,0,0,0,0,0,-9,-12,0,-16,-14,-11,-15,-15,0,0,0,0,0,0,0,0,0,0,0,0
2132,803a21f3e515b083bdba46b54e7e654d,2014-09-22,2014-09-22 17:00:03,2014-09-22 17:02:09,-9,-13,-13,-13,-11,-12,-11,-14,-11,-15,0,-1,-5,-3,-2,0,0,0,0,-8,-3,0,-12,-4,1,-12,2,-2,0,0
2134,53d064d1d3bf455887058de8747dbd5e,2014-09-22,2014-09-22 17:23:03,2014-09-22 17:26:44,81,64,72,59,62,79,14,111,75,58,-7,-7,-1,-14,-9,-10,-11,-1,-2,0,0,-8,-7,0,-7,0,0,0,-3,1
2135,2dbcdc00385a4ffd5334d2a902a11232,2014-09-23,2014-09-23 11:37:21,2014-09-23 11:39:46,-1,-2,-2,-1,-2,-2,-1,0,0,-1,-1,-1,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-1,-1,-1,0,-1,0,-2,-1
2137,3155209bea35f7c2dcc17b01b7239d9b,2014-09-23,2014-09-23 11:42:34,2014-09-23 11:44:14,0,-5,-6,-19,-16,-3,0,0,-19,-9,-18,-16,-16,-17,-15,-18,-19,-18,-10,-13,-15,-17,-17,-14,-14,-7,-18,-16,-16,-10
2144,e50b82f4586efda77e2160bf1563eaaa,2014-09-24,2014-09-24 11:54:32,2014-09-24 11:57:20,0,18,23,7,25,12,22,12,0,8,19,-12,-10,-10,-12,-10,-12,-12,8,0,2,11,15,3,17,2,9,12,13,5
2146,e7b5607ab25889b6049f761616afd16f,2014-09-24,2014-09-24 12:34:13,2014-09-24 12:36:45,-9,6,-4,-11,20,-11,-9,17,3,-4,19,-11,-6,-8,0,-13,-5,-3,18,-10,0,0,17,-10,17,-9,12,-10,10,-14
2152,b7bcd1f674e759d62f35f3a3ce2c1c32,2014-09-24,2014-09-24 13:40:55,2014-09-24 13:42:49,-17,-18,-15,-15,-16,-14,-14,-17,-18,-13,-15,-14,-17,-13,-15,-16,-14,-17,-16,-17,-16,-5,-15,-15,-17,-16,-16,-17,-17,-17
2153,1975b8692c6e18867f211818a5ee5f63,2014-09-24,2014-09-24 13:44:30,2014-09-24 13:46:27,0,-12,14,-4,12,0,1,11,-14,11,-10,-11,-11,-12,-11,-14,-13,-10,-6,-8,-9,-12,-8,-10,-9,-12,-14,-10,-11,-8
2151,2c58e3041db650821eedc0f4cc105fb6,2014-09-24,2014-09-24 13:38:48,2014-09-24 13:40:20,-14,-12,-14,-14,-12,-12,-13,-9,-12,-14,-15,-16,-15,-16,-15,-15,-15,-14,-14,-15,-17,-15,-14,-15,-12,-14,-14,-15,-15,-16
2155,3c75cd8cb5d0393c6e40bff69b92543b,2014-09-24,2014-09-24 14:11:19,2014-09-24 14:13:13,-14,-16,-16,-16,-12,-16,-6,-14,-15,-7,-13,-12,-10,-14,-14,-14,-17,-12,-14,-12,-16,-13,-14,-14,-14,-10,-14,-16,-14,-14
2160,fb31ed9e125ad6de81973df984b4f182,2014-09-25,2014-09-25 14:15:53,2014-09-25 14:17:56,0,-4,-4,-3,-1,-6,0,0,0,-4,-4,-10,-8,-13,-8,-7,-10,-12,0,-4,-9,-1,-2,-7,-6,-7,-5,-10,-6,-11
2159,8c0c59fae918a999df6651aee3130dd5,2014-09-25,2014-09-25 13:40:21,2014-09-25 13:42:45,-2,-1,2,4,3,-7,2,-2,-4,-7,0,-2,-2,-8,0,-3,-4,0,2,-6,0,0,0,0,0,-2,-2,-2,0,-5
2164,d2747ca8a685929dc34b89d1bb6df2aa,2014-09-25,2014-09-25 17:04:59,2014-09-25 17:06:43,-2,-15,0,-12,-8,-2,-16,-5,-4,-15,-14,-16,-15,-10,-17,-15,-14,-14,-15,-11,-3,-14,-13,-6,-4,-16,-5,-13,-8,-17
2165,4fe94039d0aaffb9095dafd152b529dc,2014-09-25,2014-09-25 17:50:53,2014-09-25 17:52:47,0,0,0,0,0,0,0,-7,0,-2,-14,-10,-4,-14,-10,-5,-13,-15,-5,0,0,-14,-15,-16,-14,-14,-16,-16,-15,-16
2226,813bb58f5f9a4e06777e519cc6916516,2014-10-06,2014-10-06 11:46:24,2014-10-06 11:49:00,0,0,0,0,0,0,0,0,0,0,-11,-12,0,-12,-9,-9,-13,-9,0,0,0,0,0,-6,0,0,-6,-5,-5,0
2188,fe1dd26a20f92347649adb2fff16dc98,2014-09-30,2014-09-30 11:56:35,2014-09-30 11:58:25,0,0,0,0,0,0,0,0,0,0,-16,-17,-16,-16,-16,-16,-17,-16,0,-6,-16,-9,-16,-16,-16,-16,-16,-16,-15,-16
2189,431eb16f62d14bed24950ea3c737a24a,2014-09-30,2014-09-30 12:15:22,2014-09-30 12:16:55,-13,-12,-14,-18,-12,-11,-18,-13,-13,-14,-14,-14,-13,-11,-15,-12,-12,-16,-12,-17,-11,-12,-15,-13,-14,-17,-13,-14,-12,-13
2194,bd9252a9d2be6f31c63a7c6d1be9b9c0,2014-09-30,2014-09-30 13:37:25,2014-09-30 13:39:10,-14,-19,-13,-6,-8,-13,-8,-9,-10,-12,-19,-12,-16,-16,-16,-15,-17,-17,-14,-9,-16,-11,-17,-14,-12,-16,-15,-16,-18,-12
2207,dce86be187731ed7bd08ea0e1580c5e1,2014-10-01,2014-10-01 13:45:23,2014-10-01 13:47:34,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,9a21dbbec6b3ae21e0abab09d924227d,2014-10-02,2014-10-02 13:27:43,2014-10-02 13:29:54,-2,-4,-4,0,-10,-4,-3,-9,-10,-11,0,-5,-2,-1,0,-2,0,-10,-7,-5,-4,-6,-3,-4,-6,-6,-4,0,-4,-4
2219,783392fb2e2a11ec5e763104c48485a7,2014-10-02,2014-10-02 16:59:21,2014-10-02 17:01:18,-15,0,-14,25,-4,14,15,15,22,27,-14,-8,-17,-16,-17,-12,-17,-16,-17,-15,-14,-14,-18,-17,-12,-15,-16,-18,-17,-16
2221,84d56729d16d4a950c4eb16611e7f916,2014-10-03,2014-10-03 13:44:36,2014-10-03 13:46:23,-6,0,-8,-5,-4,-7,0,-9,-2,-6,-16,-15,-16,-14,-16,-14,-18,-9,-12,-13,-14,-15,-18,-16,-13,-17,-17,-14,-17,-15
2285,bedfa1a045cae109c588c4b40e5b064d,2014-10-13,2014-10-13 13:30:06,2014-10-13 13:32:19,-9,-10,1,1,0,18,-12,15,19,38,-11,-6,0,-13,-12,-13,-12,-12,5,5,0,0,-9,0,0,-12,-9,0,-8,-11
2287,a47d4cb34b898a8292a999211d223035,2014-10-13,2014-10-13 13:39:13,2014-10-13 13:41:21,0,2,0,2,7,0,0,2,0,0,-13,-13,-10,-11,-12,-15,-15,-8,-3,-3,-12,-10,-10,-13,-6,-13,-4,-6,-8,-8
2288,e973851fb7e7eaaadc28eacb62f065f1,2014-10-13,2014-10-13 13:49:28,2014-10-13 13:51:51,14,8,4,6,11,9,6,7,11,6,-13,-11,-2,-12,-14,-14,-13,-3,0,-3,-9,-7,-10,-1,-12,-14,-12,0,-2,-9
2741,11f72b1cf989ea9e3b401fb310b24d2e,2014-11-18,2014-11-18 16:18:38,2014-11-18 16:20:51,0,0,0,5,0,7,0,0,0,0,-14,-14,-13,-14,-14,-15,-15,-14,-15,-13,-14,-14,-15,-14,-14,-13,-14,-14,-13,-14
2330,35a15908e07ff12d74f93da05938c7b8,2014-10-16,2014-10-16 12:12:34,2014-10-16 12:14:25,0,0,0,-7,10,-10,-11,-5,-4,0,-14,-14,-16,-15,-16,-17,-15,-13,-2,-10,-8,-13,-14,-11,-16,-15,-15,-15,-13,-16
2329,90e81016123a25ced6297add772d6738,2014-10-16,2014-10-16 12:11:14,2014-10-16 12:13:32,-14,-11,14,-10,4,-11,-11,-10,-8,-11,1,0,-7,-11,3,-12,-8,-3,-10,0,0,6,-11,-10,21,-12,-13,-14,0,-7
2327,36034df6ae64af0a7dffcef785391f46,2014-10-16,2014-10-16 12:02:39,2014-10-16 12:04:43,0,0,0,0,-4,0,0,0,-10,0,0,0,-7,0,0,-9,0,0,0,0,0,-15,-13,-12,-12,-13,0,-7,-10,0
2340,d003b0514c0e9a949243e7bf3baaf8dc,2014-10-16,2014-10-16 15:21:32,2014-10-16 15:23:48,-4,-4,-10,0,0,-9,0,-4,0,0,0,-2,-8,0,-5,-12,-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,e28b685f6a87c72b9580409e3ada8b45,2014-10-16,2014-10-16 15:31:55,2014-10-16 15:33:58,-16,0,0,0,0,-9,0,-13,-13,0,0,-20,0,0,0,0,0,0,0,-16,0,-13,-18,-14,0,0,-15,-13,0,-19
2338,783abc5b1b33a9dc01909c325fafff40,2014-10-16,2014-10-16 14:27:03,2014-10-16 14:29:23,0,0,0,0,19,0,0,0,0,7,-12,-14,-10,-14,-12,-11,-14,-12,0,-2,-14,-12,-13,-12,-12,-14,-15,-11,-11,-13
2343,66e821ae127a8a827dbd4c094d959120,2014-10-16,2014-10-16 15:38:25,2014-10-16 15:40:41,0,0,0,0,0,0,0,0,0,0,-8,-12,-6,-11,-12,-14,-11,-9,0,0,0,0,-4,-7,0,-1,0,-4,-11,0
2349,612a5692fa06cf5b4140d298a6211bba,2014-10-16,2014-10-16 17:16:24,2014-10-16 17:18:09,-12,-10,-12,-8,-5,-8,-13,-12,-13,-12,-14,-11,-12,-14,-12,-12,-13,-13,-14,-11,-13,-14,-12,-12,-12,-13,-11,-10,-12,-13
2354,42737bf2f60d83e3342d8f113eb4898f,2014-10-20,2014-10-20 11:51:06,2014-10-20 11:53:15,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-13,-7,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,db7367d44886483d77b8a8716e0b36a6,2014-10-20,2014-10-20 12:31:41,2014-10-20 12:33:42,-5,-9,-4,-3,-4,-8,-1,-1,-8,-4,-11,-12,-9,-15,-14,-14,-13,-13,-9,-7,-10,-7,-9,-14,-12,-13,-9,-10,-12,-10
2363,3a78257a186f2734269e46984d49ee43,2014-10-20,2014-10-20 13:33:53,2014-10-20 13:35:32,-11,-12,-10,-11,-13,-12,-12,-11,-12,-13,-14,-11,-14,-13,-13,-12,-13,-14,-10,-13,-11,-12,-13,-13,-11,-7,-12,-10,-12,-12
2364,2098e79c14a58eb87f6469470b5f1164,2014-10-20,2014-10-20 13:37:53,2014-10-20 13:41:14,83,50,0,42,100,87,136,56,90,50,0,-16,-15,-16,-15,-14,-9,-13,10,-5,-11,0,-8,-6,-14,-3,-13,-9,36,-11
2391,84bb0c551b42134ca37928e1b1c009a0,2014-10-21,2014-10-21 13:46:43,2014-10-21 13:48:36,0,-11,0,-5,2,-2,-10,-7,-13,-6,-15,-17,-15,-15,-13,-15,-15,-15,-4,-5,-13,-16,-16,-13,-16,-10,-15,-17,-16,-14
2396,671b46e39f0e3851fcb68c8d64dddede,2014-10-22,2014-10-22 11:54:38,2014-10-22 11:56:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,61fd507146a279f955b47efd4a482a41,2014-10-22,2014-10-22 13:19:11,2014-10-22 13:21:54,80,20,36,26,46,43,43,15,61,16,-11,-13,-13,-13,-13,-13,-11,-14,2,-3,-11,-11,-13,-8,-10,-11,2,-8,-14,-11
2406,9853768d8fc342a2fc1b85b3109c6bb7,2014-10-22,2014-10-22 13:34:00,2014-10-22 13:36:06,-13,-13,17,-8,85,21,-10,-16,-13,-13,0,-2,-12,-13,26,-12,0,-6,-11,-13,-8,-13,-5,-14,-11,-14,-15,-5,-14,-13
2405,a056b09bef48f5bdf175cfa090831917,2014-10-22,2014-10-22 13:32:07,2014-10-22 13:34:39,51,34,44,3,53,63,13,61,58,26,-16,-17,-9,-16,-15,-16,-15,-14,-13,-15,-16,-17,-14,-14,-13,-18,-12,-10,-15,-15
2544,6dbfa9653e10c54401c7c27acc0634b5,2014-11-03,2014-11-03 21:41:29,2014-11-03 21:43:28,0,-12,0,-9,0,-11,0,0,8,-11,-14,-15,-12,-16,-14,-16,-14,-14,-5,-7,-14,-14,-15,-16,-15,-11,-12,-13,-17,-10
2805,0810b0009f14e02b23200f0a910c888b,2014-11-25,2014-11-25 00:40:05,2014-11-25 00:42:56,0,0,0,0,0,0,-14,0,0,-4,0,0,-11,0,0,0,0,0,-9,0,0,0,-3,0,0,0,0,-14,-4,0
2858,483f0d4eda8a67f41b45e779f6bdafb3,2014-12-01,2014-12-01 17:20:57,2014-12-01 17:23:11,30,20,0,0,0,0,8,0,15,0,-15,-14,-7,-15,-15,-12,-14,-15,0,-10,-8,-13,-14,-13,-15,-10,-9,-15,-12,-13
2535,058184965afe51797255ead5d55f3d19,2014-11-03,2014-11-03 17:51:26,2014-11-03 17:54:20,-1,0,0,0,0,0,-2,0,0,0,-2,-2,-3,-4,-4,-2,-1,-1,-1,0,0,0,-2,0,-2,4,-1,-1,0,-1
2538,e6e659f6863da91369dea05227115f43,2014-11-03,2014-11-03 19:24:53,2014-11-03 19:27:06,-11,-13,-12,-14,17,-14,-13,-12,-10,-12,0,-14,-5,-14,-13,-14,-12,-15,-9,-7,-10,-11,0,-6,-14,-9,-8,-11,-7,-4
2543,be5e0f2ef684f0a512edc757e475dbd2,2014-11-03,2014-11-03 21:35:30,2014-11-03 21:37:53,0,0,0,10,0,0,0,0,7,0,-12,-11,0,-16,-13,-12,-15,-16,0,-3,-8,-11,-15,-15,-7,-16,-15,-8,-15,-15
2574,a67e5dd32c576e3279a927f195c4a66b,2014-11-05,2014-11-05 18:35:38,2014-11-05 18:37:44,-13,22,21,-15,-14,11,-11,-15,-11,-12,-14,-11,1,-7,-14,-15,-5,-13,-11,-4,-14,-12,-14,-11,-13,-11,-13,4,-13,-9
2879,240ad27ed0ebe9af66daa427a9eac1b5,2014-12-04,2014-12-04 19:56:40,2014-12-04 19:59:04,0,0,11,16,15,23,-5,17,6,11,-13,-14,-11,-13,-14,-14,0,-13,-6,-14,-7,-14,-14,-13,-14,-9,-11,0,-13,-11
2803,9cc325d52a86ef9f76c5b8dc62a0daaa,2014-11-24,2014-11-24 19:27:23,2014-11-24 19:30:19,43,44,6,0,46,0,61,0,0,-5,-13,-12,0,-13,-12,-12,-11,-5,-2,-7,-11,-7,-12,-1,-5,-10,-8,-7,-4,-3
2728,193d0c35ff05b2b07fdddb389ce265f5,2014-11-17,2014-11-17 21:47:38,2014-11-17 21:49:38,1,0,-4,0,0,-8,-4,-8,-11,0,-14,-11,-13,-14,-12,-14,-14,-13,-14,-12,-15,-14,-14,-12,-14,-13,-12,-12,-13,-12
2540,d6544c3e4f60bc8dd0c9ebc9f89a82ce,2014-11-03,2014-11-03 20:18:05,2014-11-03 20:21:20,-2,0,25,0,0,9,0,-9,-6,0,-5,-5,-4,-12,-5,-2,-11,-5,0,-6,-10,0,-10,-9,-8,-11,-9,-10,-11,-8
2557,64bc6c19a9f832808cea06692e409229,2014-11-04,2014-11-04 22:13:12,2014-11-04 22:17:15,57,15,74,103,69,99,13,89,46,23,-11,-13,-9,-6,-5,-10,-13,-12,-11,85,0,-15,-15,-9,-9,-12,6,-9,-13,-13
2412,90ab900d2a8cc01387a72c3fda7b0563,2014-10-23,2014-10-23 12:12:16,2014-10-23 12:13:45,-15,-3,-10,-13,-6,-8,-12,-11,-16,-14,-15,-15,-16,-16,-15,-16,-15,-17,-13,-15,-15,-16,-15,-18,-16,-15,-16,-17,-15,-16
2411,cee1f679eed6756018a324e532e47526,2014-10-23,2014-10-23 12:03:25,2014-10-23 12:05:42,0,9,13,0,0,0,0,-5,-1,9,-14,-8,-8,-11,-17,-13,-12,-5,-6,0,-5,-4,-3,-6,-4,-6,-3,-5,-6,-6
2413,19b54e9e33252d02282ec7d93bd37eda,2014-10-23,2014-10-23 12:21:08,2014-10-23 12:23:03,1,-13,-10,0,0,0,0,0,0,0,-16,-17,-16,-16,-19,-17,-17,-18,-6,0,0,1,-14,-8,-15,-14,0,0,-16,0
2725,9aca23afbf9961faf21b686d96f6964e,2014-11-17,2014-11-17 17:28:23,2014-11-17 17:30:50,6,0,0,0,0,3,6,1,-1,30,-14,-14,-11,-14,-12,-17,-15,-10,-1,-10,0,0,0,0,0,0,0,0,-3,0
2860,a4084c580ba9d9c0cb893d0db5709061,2014-12-01,2014-12-01 20:44:56,2014-12-01 20:47:29,4,0,13,0,0,0,0,0,0,4,0,-4,0,0,-4,0,-15,-11,0,0,0,4,0,8,0,1,0,0,0,0
2881,7abc7a96ab50557022f36ad06883cb93,2014-12-06,2014-12-06 11:42:26,2014-12-06 11:44:05,-12,-16,-16,0,-16,-11,-15,-15,-16,-16,0,-14,-10,-17,-16,-12,-7,-11,-16,-10,-11,-15,-15,-16,-17,-9,-16,-14,-10,-16
2542,a594884983b0bb16b115e5e6345a4cdb,2014-11-03,2014-11-03 21:01:19,2014-11-03 21:03:40,0,0,0,0,0,0,0,0,0,0,-15,-15,-8,-16,-15,-13,-14,-7,0,-8,-14,-8,-14,-14,-12,-14,-14,-11,-1,-16
2539,fcf8f9cd740a0d83d96551e135e6fbab,2014-11-03,2014-11-03 20:01:23,2014-11-03 20:04:30,20,0,28,17,3,15,31,36,31,38,0,-13,-5,-10,-9,-13,-11,-13,0,-8,4,-12,-12,24,-12,-3,-7,-8,14,-15
2419,83f333cca8a07c14107380e1a3f4e9a8,2014-10-23,2014-10-23 13:49:04,2014-10-23 13:51:21,0,0,0,0,0,0,0,0,0,12,-12,-9,-10,-15,-14,-14,-13,-7,0,-10,0,-8,0,0,0,0,0,0,0,0
2418,17e9ebc4d5388153e0b094c4dd68474d,2014-10-23,2014-10-23 13:46:02,2014-10-23 13:49:13,-5,-5,-3,0,0,0,0,-10,-6,-11,-12,-14,-14,-14,-14,-14,-15,-10,-10,-8,-8,-14,-10,-15,-14,-13,-13,-13,-14,-10
2572,e9504256e7a503af9025148501c1f080,2014-11-05,2014-11-05 17:58:10,2014-11-05 18:00:23,-12,0,-8,-14,-11,-13,-13,-12,-9,-13,-11,-12,-5,-13,-11,-13,-10,-10,-10,0,-13,-9,-11,46,-13,0,-11,-13,-3,-10
2421,0d1ce3a994e1450647e28ae9b4e92ace,2014-10-23,2014-10-23 15:06:57,2014-10-23 15:08:59,-3,-6,0,-4,-8,-8,-4,-4,0,-9,-13,-14,-12,-12,-10,-15,-14,-13,0,-10,-8,-11,-13,-10,-9,-10,-10,-8,-9,-8
2425,07f7bbc4370f27d2da2122cc28eef1db,2014-10-23,2014-10-23 15:38:46,2014-10-23 15:40:42,-12,-8,0,-4,-2,-10,0,-12,-11,0,-16,-12,-14,-17,-18,-14,-15,-18,-13,-15,-12,-12,-18,-11,0,-13,-8,-5,-9,-13
2424,331ee93306ba21d290dbc8e82a24686e,2014-10-23,2014-10-23 15:27:07,2014-10-23 15:29:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,6d1390a90b31f5a8c4bda32df406fdf7,2014-11-03,2014-11-03 18:19:52,2014-11-03 18:22:20,29,-6,-4,4,19,4,21,10,12,-1,-13,-11,-10,-13,-14,-12,-10,-12,-11,-7,-9,-14,-13,-6,-12,-13,-14,-10,-14,-10
2430,d4b901b789dae81ccfffa7434d4f1ece,2014-10-23,2014-10-23 17:13:50,2014-10-23 17:15:20,-8,-15,-2,0,-3,-2,-11,-5,-7,-11,-17,-21,-20,-20,-16,-18,-18,-19,-16,-13,-16,-17,-17,-21,-20,-18,-17,-20,-20,-21
2431,a8b367c82b565f814c6234ab9a466871,2014-10-23,2014-10-23 17:18:21,2014-10-23 17:20:13,-10,-9,-8,0,1,0,-1,-11,-9,-4,-12,-11,-11,-13,-12,-13,-13,-11,-12,-10,-11,-11,-11,-9,-10,-8,-10,-12,-11,-10
2716,8f8df29faaeaa1cb93f00a65ba83ec27,2014-11-17,2014-11-17 16:24:32,2014-11-17 16:26:55,0,0,0,0,0,0,0,80,0,0,-13,-13,-9,-14,-14,-13,1,-13,0,-5,0,0,-10,0,0,-11,-7,0,0,0
2859,e1f85ca24bad05442bbc7a5bf518124d,2014-12-01,2014-12-01 20:26:42,2014-12-01 20:30:08,-11,6,4,-1,1,-12,0,-12,-9,-10,2,-14,-13,-14,-12,-12,-14,-13,-8,0,-11,-9,-12,-13,-10,-11,-10,-7,0,-6
3573,47d327c562e9cab3c26d6d038a35e05b,2015-05-07,2015-05-07 23:22:20,2015-05-07 23:24:51,0,0,0,-4,12,-12,-14,3,0,0,-12,0,-11,-13,-9,-8,-9,-7,-6,0,0,-11,-8,0,-10,0,0,3,0,15
2432,7a6f5484e20aad987632cba16097c7cb,2014-10-24,2014-10-24 12:38:55,2014-10-24 12:41:11,-11,-13,-13,-7,-3,-12,-13,0,0,6,-2,-11,-13,-15,-14,-16,-14,-14,0,-3,-3,0,8,-7,0,-8,0,0,0,-1
2744,a6c3452e1e58cc3cd6ca400f25e434ad,2014-11-19,2014-11-19 10:29:14,2014-11-19 10:32:29,0,0,0,0,0,18,0,0,12,0,-10,-13,-8,-11,-11,-10,-9,-9,0,0,0,-4,0,-1,0,-3,0,0,0,0
2558,1795b11c5b155183640cda1789b32721,2014-11-05,2014-11-05 00:18:11,2014-11-05 00:20:46,0,0,0,0,0,0,0,-8,-3,0,-8,-11,-4,-10,-13,-2,-7,-6,0,0,-4,-4,-7,-3,-6,0,-3,-11,0,-6
2541,18d68343ca88bd3ba3c1f461e512362d,2014-11-03,2014-11-03 20:29:24,2014-11-03 20:32:56,0,0,8,21,10,4,0,0,0,0,-5,-8,-13,-12,-14,-7,-9,-5,-6,-6,-4,-8,-9,-6,-12,-10,-2,-2,-6,-4
2743,7b016bf8505e255327b04cd993f92438,2014-11-19,2014-11-19 00:18:23,2014-11-19 00:20:36,0,2,6,1,1,5,2,0,2,2,-15,-16,-15,-15,-17,-16,-11,-17,-11,-9,-12,-4,-15,-15,-15,-15,-15,-16,-17,-15
2537,1824dbcf09cd18f0d368c3b7eab5d5ea,2014-11-03,2014-11-03 19:00:41,2014-11-03 19:04:17,0,34,50,0,59,9,46,22,45,6,4,-15,-13,-15,-13,-14,-14,-13,13,20,0,4,71,3,14,14,22,3,7,17
2606,3ef481e8e48457cba19b8c2f613f5677,2014-11-06,2014-11-06 21:37:35,2014-11-06 21:47:02,120,26,10,83,35,13,108,33,174,68,-7,-13,-10,-7,-5,-10,-11,-4,-13,-14,-12,6,-8,-7,-13,-6,-8,-13,-10,-14
2886,c352b116f1b478e8a25a6066705e26f6,2014-12-10,2014-12-10 15:20:04,2014-12-10 15:22:10,0,15,0,0,0,8,-2,-1,0,0,-15,-16,-15,-2,-15,-16,-15,-16,-10,-10,-16,-15,-14,-16,-15,-15,-15,-15,-15,-13
2817,9b16a8958ea3fb6a5f5a92760fbd3f48,2014-11-26,2014-11-26 00:10:07,2014-11-26 00:12:49,0,92,43,0,72,0,6,17,0,4,-17,-18,-12,-16,-15,-14,-15,-16,0,-6,-5,-13,-16,-13,-11,-9,-8,-8,-4,-6
2724,eb5004de600d7d73fa85d7408d82adea,2014-11-17,2014-11-17 16:56:08,2014-11-17 16:59:19,0,0,0,0,0,0,12,0,0,0,-7,0,-4,-9,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
