id,user_id,date,start,end,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10
2950,9bae84cf32b2bed05a24a7e2dc0dc821,2015-01-21,2015-01-21 17:19:42,2015-01-21 17:21:50,0,8,0,0,4,0,7,0,0,4,-8,-10,-12,-13,-19,-14,-14,-17,-8,0,-8,0,0,-15,-11,0,-16,-10,-6,-11
2949,c39db6a532d8f79dc7fc2d17b48c6bca,2015-01-21,2015-01-21 17:09:08,2015-01-21 17:11:45,23,19,14,19,41,34,11,9,0,0,-9,-9,-1,-9,-6,-10,-10,-4,6,-1,0,-2,0,0,-1,-6,0,3,0,0
2951,6882d5a5da5a1f7762909cba8796bd6b,2015-01-21,2015-01-21 17:24:05,2015-01-21 17:26:27,4,16,22,7,38,12,29,25,6,15,-14,-8,-9,-14,-14,-15,-14,-14,0,-16,-5,-9,-8,-15,-13,-5,1,-15,-3,-13
2953,aac526448ae7f8ab7a11969b073e85e7,2015-01-21,2015-01-21 17:52:12,2015-01-21 17:54:23,0,0,0,0,0,20,0,6,0,0,-6,-10,0,-12,0,-15,-13,-9,0,0,0,-10,-9,-14,-11,-13,-13,-12,-12,-14
2952,e28050c66bd95ade5bef5902009f729f,2015-01-21,2015-01-21 17:50:12,2015-01-21 17:52:30,-3,5,-2,8,12,5,-9,2,0,1,-1,-4,-2,-5,-5,-2,0,0,0,0,-12,-14,-7,-7,-13,-12,-6,-12,-12,-8
2955,1a86b51de627760e410b969cd4ae1ad9,2015-01-22,2015-01-22 12:41:10,2015-01-22 12:43:17,-6,5,-9,-10,-2,3,-14,-11,-11,12,0,-8,-10,0,-13,-5,0,-7,-4,-4,0,-4,0,0,0,-7,-10,0,0,0
2963,65ea145be1d0bd2c73bb9bdb165b2dfc,2015-01-26,2015-01-26 12:16:19,2015-01-26 12:18:27,4,4,9,4,33,6,3,8,-7,26,-5,-12,-6,-15,-12,-14,-14,-7,5,0,-11,-12,-12,-14,-10,-14,-15,-4,-8,-12
2991,efccf23478c522f72bf0307ad1387cca,2015-01-27,2015-01-27 13:39:04,2015-01-27 13:41:16,16,0,14,-12,23,37,-8,0,-9,-3,-12,-13,-6,-13,-15,-15,-13,-15,13,-9,-10,-14,-11,-15,-13,-15,-14,-9,-12,-15
2999,b4ef3b435eaf8274fe7b819ae4390bb5,2015-01-27,2015-01-27 15:40:50,2015-01-27 15:43:13,-1,-1,-1,-2,-1,-2,-1,-1,-1,-2,-2,-1,-2,-2,-1,-12,-1,-2,-2,-2,-2,-2,-1,-8,-1,-1,-1,-5,-6,-1
3003,17fcf42721e40339eb00a1e35ed22356,2015-01-28,2015-01-28 12:09:33,2015-01-28 12:11:53,0,0,0,-2,-1,-2,0,0,0,0,-1,0,-2,-1,-1,0,0,-2,0,0,0,0,-1,0,0,-3,0,0,2,0
3004,c0979888a113dbe881aa961e58f32e05,2015-01-28,2015-01-28 12:09:43,2015-01-28 12:11:58,2,4,16,14,1,31,4,14,11,11,-13,-13,-14,-10,-12,-10,-11,-13,-6,-1,-12,-11,-13,-9,-11,-12,-5,-9,-8,-6
3005,b959fa975b179b5b1955e393afd3710b,2015-01-28,2015-01-28 12:15:48,2015-01-28 12:18:20,0,36,19,0,42,0,1,2,3,14,-7,16,-1,-9,0,-7,0,-5,-2,0,-6,-4,0,0,-6,0,0,0,1,0
3022,ad842ee8ca5862ad19dbd995c1af2750,2015-01-28,2015-01-28 15:40:53,2015-01-28 15:43:03,0,0,0,19,41,0,0,0,0,19,-10,-10,-10,-14,-5,-15,-10,0,-4,-10,-4,20,-12,-8,-8,-10,-8,-4,0,-12
3023,da38e56d27a3056dea32f511d2271bc9,2015-01-28,2015-01-28 15:48:28,2015-01-28 15:50:43,0,0,0,-13,0,0,0,0,0,0,-5,-14,0,-13,-8,-12,-13,0,0,0,0,-1,0,0,0,0,0,0,0,0
3028,ff9033003804e68d8918658fdff4731c,2015-01-28,2015-01-28 16:50:41,2015-01-28 16:52:55,0,0,4,4,1,-2,0,-4,4,-1,-15,-12,-9,-15,-14,-14,-14,-8,-9,-3,-11,-12,-6,-8,-11,-7,-3,-7,-6,-12
3038,5a7a2ce6c64d9bf485fba2469bc8031d,2015-01-29,2015-01-29 12:24:08,2015-01-29 12:26:21,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,-10,-10,0,0,-3,0,0,0,0,0,0,0,0,0,0
3040,254d95eefd4eb8ddb5d548e0c243b05d,2015-01-29,2015-01-29 12:57:21,2015-01-29 12:59:51,-8,-4,-1,19,0,3,18,8,0,-10,0,-16,-6,-14,-13,-18,-14,-15,-8,-14,0,6,18,-13,15,-7,0,2,14,-9
3082,99760c6a6bbe3d9ea210f4afede452d4,2015-02-03,2015-02-03 15:52:58,2015-02-03 15:55:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,e930e714b3089467131e8d97b15d6170,2015-02-03,2015-02-03 15:08:40,2015-02-03 15:10:34,0,0,-4,-6,0,-2,-1,-1,-1,0,-14,-16,-15,-16,-13,-15,-14,-14,-14,-13,-12,-14,-12,-11,-10,-16,-11,-13,-16,-16
3192,6690af96c569b44d89ee559aaf9a3d4d,2015-02-11,2015-02-11 15:14:53,2015-02-11 15:24:40,12,15,19,-13,46,19,13,16,7,8,-16,-15,-15,-17,-17,-16,-16,-6,3,-4,-12,-16,-15,-10,-17,-17,-15,-7,-8,-6
3125,623e5004bdeabace86dde94662048169,2015-02-05,2015-02-05 12:21:59,2015-02-05 12:23:56,0,0,0,0,0,0,0,-12,0,0,-14,-14,-12,-15,-13,-17,-14,-16,-14,-15,-14,-15,-12,-13,-15,-15,-14,-15,-12,-14
3126,5f720150670fbac18fdcf339f4e2fae3,2015-02-05,2015-02-05 12:29:53,2015-02-05 12:32:11,-4,2,2,0,7,2,1,0,-3,0,-2,-1,-3,-3,-3,-3,0,0,0,-3,-3,0,-3,-1,-2,-9,-5,-5,-2,-4
3170,b7f7f986668529e94f0bd581be21ce3b,2015-02-10,2015-02-10 16:12:18,2015-02-10 16:14:14,-1,-14,-10,-14,-2,9,21,-11,-12,-8,-10,-14,-13,-14,-14,-12,-10,-12,-12,-13,-12,-11,28,-13,-11,-13,-12,-13,-12,-12
3211,acd1ee9d15a2160f085e18c521d9c998,2015-02-12,2015-02-12 12:35:56,2015-02-12 12:38:06,0,0,0,0,0,0,0,-2,1,-2,-4,-9,-11,-11,-8,-9,-8,-9,-3,-7,-8,-5,-6,-4,-8,-9,-4,0,-4,-2
3290,92bd8eb9f804844e798529e2164dc2fb,2015-02-18,2015-02-18 17:00:17,2015-02-18 17:02:23,0,0,0,-8,0,0,0,-4,0,-12,-12,0,0,-14,0,-11,-8,-8,0,-7,-11,-5,-12,0,0,0,-9,-11,-9,-12
3312,aeae7ce4fb128cbcb2cedfe3c052b862,2015-02-23,2015-02-23 12:30:06,2015-02-23 12:32:42,15,31,38,0,31,19,0,0,38,12,-11,-14,-5,-13,-14,-14,-13,-12,0,-7,-8,-5,20,-4,-7,-3,1,1,-8,-7
3311,f39ea418101420de20bc2f1e06a48d79,2015-02-23,2015-02-23 12:16:30,2015-02-23 12:18:15,-16,-16,-8,-12,-15,-13,-15,-13,-10,-10,-14,-10,-13,-13,-13,-13,-11,-11,-13,-12,-15,-14,-13,-12,-14,-15,-12,-5,-13,-14
3310,0b69ce66f02e09f19cf79cd7c688c08b,2015-02-23,2015-02-23 12:06:59,2015-02-23 12:08:53,-11,6,7,10,10,12,-12,-10,-14,-14,-1,-2,-14,-14,-13,-14,-15,-16,-16,-11,-8,-15,-14,-15,-14,-14,-14,-13,-13,-12
3313,67ec68145f42d3c337bb251bfe6fa65f,2015-02-23,2015-02-23 13:43:39,2015-02-23 13:45:49,17,7,18,8,-8,-10,9,0,-10,-1,0,-11,-10,-12,-13,-11,-12,-10,-8,-12,-8,-7,-10,-5,-8,-6,-9,-6,-8,-6
3316,41fd1744a1499184eddd746cc8c1bf21,2015-02-23,2015-02-23 13:55:25,2015-02-23 13:58:23,0,0,19,4,213,267,0,13,34,9,-18,-17,-16,-13,-18,-18,-16,-12,-12,-6,-9,-16,-16,-16,-14,-17,-17,-16,-12,-14
3317,0cccc20aad21e5b8dc12d585224217a8,2015-02-23,2015-02-23 14:06:36,2015-02-23 14:09:13,1,7,0,4,15,10,0,0,0,7,-2,-2,-1,-2,-2,-2,-2,-2,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2
3315,31df3947ee30587109ff31c1f8327d5a,2015-02-23,2015-02-23 13:54:16,2015-02-23 13:56:36,0,3,9,-3,0,14,0,0,0,0,-11,-6,0,-6,2,-13,-1,-8,0,-3,-7,-3,-12,-11,-7,-12,-9,-10,-4,0
3314,6936cab9610719e5c9eb151e984c5c29,2015-02-23,2015-02-23 13:53:16,2015-02-23 13:55:37,21,1,-1,4,36,32,10,30,9,26,1,-6,-4,-15,-13,-16,-16,-3,-11,-3,-17,-13,-18,-14,-16,-10,-16,-14,-8,-11
3323,8fd61b5a554bfd885660abf1793d365f,2015-02-23,2015-02-23 15:30:33,2015-02-23 15:32:46,-13,0,-1,-10,-10,-11,-11,0,-9,-6,0,-11,-8,-11,-12,-11,0,-2,-8,0,-9,-9,-15,-12,-9,-14,-13,-9,-12,-10
3321,d18342aa92d878304e7dbde55035b3f5,2015-02-23,2015-02-23 15:28:46,2015-02-23 15:30:29,-11,-4,-13,-12,-10,-9,-12,-13,-9,-12,-11,-13,-13,-13,-11,-12,-11,-10,-12,-10,-12,-10,-12,-11,-12,-10,-13,-12,-9,-10
3322,a5122c039b0393204bd67351de5876d6,2015-02-23,2015-02-23 15:29:28,2015-02-23 15:31:27,3,0,7,0,12,22,26,19,-1,-2,-14,-15,-16,-16,-16,-16,-16,-16,-7,-13,-12,-13,-14,-13,-15,-12,-14,-14,-16,-15
3324,b5fbca60edb87c8adc44508a8767f409,2015-02-23,2015-02-23 15:45:06,2015-02-23 15:47:16,18,6,14,6,10,24,54,2,34,-1,-14,-12,-14,-15,-16,-14,-13,-14,0,-13,-9,-12,0,-7,-13,-7,-10,0,0,0
3320,576d65e1c077bb7f629dd3512544e80e,2015-02-23,2015-02-23 15:25:55,2015-02-23 15:28:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,1a73719225370816a5b5ff4cdcd09ae9,2015-02-23,2015-02-23 15:20:11,2015-02-23 15:27:24,4,2,1,0,5,4,2,2,-2,1,-4,-2,-2,-2,-2,-8,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2
3327,df1582c4edce9607e494f8303e557aa9,2015-02-24,2015-02-24 12:11:42,2015-02-24 12:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,4c2f5893b781508e20438172f1f6beba,2015-03-17,2015-03-17 12:03:47,2015-03-17 12:06:36,50,-8,79,58,87,69,62,-7,52,-2,-12,-15,-15,-17,-15,-18,-13,-14,0,-2,-7,-14,-13,-14,-12,-16,-12,-13,-10,-16
3326,198f0c4c5b1eeb6bb23421db887542ba,2015-02-24,2015-02-24 12:03:10,2015-02-24 12:04:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,98606a8580932cff1d7e4b1e6694cccb,2015-02-24,2015-02-24 12:14:40,2015-02-24 12:16:12,-12,-14,-13,-13,-13,-14,-14,-13,-4,-13,-12,-13,-12,-14,-14,-13,-13,-13,-13,-14,-14,-13,-14,-14,-14,-14,-12,-14,-13,-14
3329,cf1005184fa8a1953eb51b36a5534cb6,2015-02-24,2015-02-24 12:43:41,2015-02-24 12:47:15,80,112,68,79,35,141,91,68,91,68,-15,-14,0,-13,-15,-13,-14,-15,0,-8,-13,0,0,-7,-9,-12,-14,-10,-15,-13
3333,0613633e295135a56cb391d1b15a7e38,2015-02-24,2015-02-24 13:31:31,2015-02-24 13:33:44,18,16,6,4,6,8,-8,0,-6,-15,-8,-7,-10,-9,-9,-10,-13,-7,-6,-1,-9,-6,-11,-14,-7,-7,0,-4,0,-4
3331,df5c1e2956eb81367958f49d7680c92b,2015-02-24,2015-02-24 13:25:52,2015-02-24 13:27:43,-12,-16,0,-10,-4,22,-15,-13,11,-12,-16,-13,-5,-17,-17,-15,-9,0,-7,0,-13,-17,-13,-13,-11,-16,-14,-14,0,-8
3339,7df5b21294295cb1fa7130e269f9e0d9,2015-02-24,2015-02-24 15:43:55,2015-02-24 15:45:30,-12,-15,-16,-15,-16,-15,-16,-15,-15,-14,-15,-14,-14,-15,-14,-15,-15,-13,-15,-14,-15,-15,-12,-14,-14,-15,-15,-14,-15,-15
3344,c39f56b434caff1159e6c22985c40f52,2015-02-25,2015-02-25 12:11:52,2015-02-25 12:14:33,55,35,40,46,36,49,41,48,36,18,-11,-13,-13,-12,-14,-9,-15,-13,-10,-12,-14,-8,-11,-13,-10,-13,-12,-13,-11,-11
3345,906ef7e38911b3245040fb4445722ca9,2015-02-25,2015-02-25 12:15:24,2015-02-25 12:16:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,95607bd7bda40b3ed77a6b18fabf8138,2015-02-25,2015-02-25 13:39:10,2015-02-25 13:41:02,-11,0,-7,0,8,3,-1,11,-1,-2,-10,-13,-13,-15,-12,-15,-14,-13,-1,-11,-8,-14,-13,-13,-13,-12,-11,-13,-14,-7
3350,b3ac93c9b4d80ee526b83088321fd83a,2015-02-25,2015-02-25 13:28:35,2015-02-25 13:30:44,-1,-10,14,-8,32,8,-8,0,-8,32,-9,-8,-12,-7,0,-6,0,-11,0,-11,-9,-4,-13,-12,-10,-6,-10,-14,-12,-12
3352,e2d37cc5b7db3c50f94275bee7d34c0d,2015-02-25,2015-02-25 13:53:23,2015-02-25 13:55:38,1,-8,9,-4,-7,0,-4,0,-9,9,-12,-7,-8,-13,-12,-16,-12,-6,-2,-1,-6,-4,-9,-9,-4,-7,-1,-4,-6,-3
3353,07a26590ac646db257d045f62700e784,2015-02-25,2015-02-25 14:07:07,2015-02-25 14:07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,852bb6d6b0214ec63c8010b03af2f300,2015-02-25,2015-02-25 15:33:37,2015-02-25 15:36:01,19,11,12,0,46,34,0,33,34,14,-14,-13,-8,-15,-14,-15,-13,-10,1,0,0,-13,-18,-6,-10,-15,-14,-7,-8,-6
3358,b82fb76eba83cd15a822157cee0824b5,2015-02-25,2015-02-25 15:44:59,2015-02-25 15:47:39,17,29,37,15,65,22,39,16,76,15,-11,-10,-5,-9,-16,-6,-10,-8,-5,-6,11,5,-12,-7,-12,-12,43,-9,-11,-9
3357,acb7bf4cf683f4bd0b11d213123be65e,2015-02-25,2015-02-25 15:38:15,2015-02-25 15:40:13,-6,-4,-7,-5,-4,-6,-5,-12,-4,-3,-10,-7,-10,-9,-5,-12,-12,-9,-7,-8,-11,-5,-10,-9,-12,-8,-12,-11,-10,-8
3366,872c26d1aeb99f7aa9284ff692b8817d,2015-02-25,2015-02-25 19:32:12,2015-02-25 19:33:38,-12,-10,-17,-16,-15,-20,-19,-20,-16,-20,-14,-14,-20,-16,-17,-19,-18,-18,-17,-18,-20,-16,-16,-20,-18,-13,-16,-20,-20,-19
3359,31aa3cd7ed4536c5fa13cad6ee21dba3,2015-02-25,2015-02-25 16:01:25,2015-02-25 16:03:47,0,0,23,0,28,0,0,0,0,0,-11,-10,-14,-15,-14,-13,-14,-12,-3,-3,-7,-4,0,0,-9,-10,-6,-2,-2,0
3362,bc7a81ee404789c17506ad88674868c9,2015-02-25,2015-02-25 16:57:28,2015-02-25 17:00:49,56,52,31,26,41,38,49,117,232,89,-5,-13,-13,-13,-9,-13,-14,-14,-8,0,0,-5,0,0,0,0,0,0,0,0
3423,8b52c2c8502ce9ece0ce05f8c1971d57,2015-03-04,2015-03-04 16:52:21,2015-03-04 16:53:51,-17,-15,-18,-16,-17,-17,-18,-20,-16,-10,-14,-18,-15,-17,-15,-17,-18,-14,-16,-18,-13,-2,-18,-16,-18,-17,-18,-18,-18,-18
3365,09bf0c48ea12e49739ce139a35e6b433,2015-02-25,2015-02-25 17:26:30,2015-02-25 17:28:32,-12,-7,0,-13,0,-7,-11,-12,-4,-3,-12,-12,-13,-12,-14,-13,-13,-12,-10,-12,-10,-7,-11,-11,-9,-8,0,-12,-12,-12
3364,602b99412ab37f7f0b2e960e5b8ae9cf,2015-02-25,2015-02-25 17:18:25,2015-02-25 17:20:27,0,0,0,0,0,0,0,-1,0,0,-13,-14,-13,-12,0,-13,-12,0,-14,0,-13,-11,-11,-12,-13,-12,-14,-11,-12,-12
3374,78ab618e40850c31bf42b07b169f3008,2015-02-26,2015-02-26 12:46:00,2015-02-26 12:48:42,1,23,-1,0,38,11,21,15,0,22,-8,-11,-9,-11,-13,-14,-12,-9,0,0,0,0,0,0,0,0,0,0,0,0
3373,717e22255488b77fe2542634add6a350,2015-02-26,2015-02-26 12:43:15,2015-02-26 12:45:23,0,0,0,0,5,3,0,0,0,8,-13,-16,-8,-15,-18,-13,-6,-5,0,0,0,0,0,-1,0,0,0,0,0,0
3376,fa5288f03d41e5ecded5fe50bb299f79,2015-02-26,2015-02-26 12:58:54,2015-02-26 13:01:32,5,15,6,0,37,32,3,15,10,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3377,72e072646fea98a2ce449568e141334a,2015-02-26,2015-02-26 13:00:58,2015-02-26 13:03:30,15,23,8,9,21,19,18,14,12,-6,-12,-11,-7,-10,-7,-10,-11,-9,7,-9,-8,-9,-10,-9,-8,-8,11,-12,-6,-6
3375,8b0705ce12c323e7d95096770eb08460,2015-02-26,2015-02-26 12:47:11,2015-02-26 12:49:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,1275b0c7d420e94d36935884e7fe5029,2015-02-26,2015-02-26 12:36:54,2015-02-26 12:38:45,0,0,0,0,-2,0,0,0,0,0,-15,-17,-16,-17,-14,-16,-17,-16,0,-17,-14,-10,-14,-15,-16,-16,-14,-16,-14,-16
3379,03d99cb1a297aaa268abd27bb3116cef,2015-02-27,2015-02-27 13:04:05,2015-02-27 13:05:30,-14,-15,-16,-15,-17,-16,-16,-15,-16,-15,-16,-16,-15,-16,-15,-16,-15,-16,-16,-15,-17,-15,-15,-16,-15,-16,-15,-17,-16,-16
3574,6cfe4c80377c87effa33d1f9b5ed8049,2015-05-08,2015-05-08 21:30:36,2015-05-08 21:33:17,-1,0,0,-3,0,0,0,7,0,-6,-3,-7,-2,-6,0,-1,0,-10,0,-1,0,-6,-2,-2,-1,-1,-9,-8,-10,-1
3586,035627d145a52932ee9cfa8dac021a5f,2016-02-06,2016-02-06 12:21:12,2016-02-06 12:24:08,8,12,2,0,0,-1,4,13,18,0,-10,-11,-12,-10,-13,-10,-12,-9,-11,-12,-11,-11,-13,-12,-12,-13,-13,-11,-12,-10
3575,13176ae373edcd92b01be5a4b3d56862,2016-02-05,2016-02-05 13:54:17,2016-02-05 13:56:50,0,19,8,5,29,-5,12,0,36,12,-13,-15,-16,-5,-16,-16,-16,-15,-1,-13,-12,-4,-12,0,-4,0,0,-1,-16,0
3596,f76b039adb993b878339c8af247ebe33,2016-02-13,2016-02-12 23:59:43,2016-02-13 00:02:19,38,50,5,0,0,5,0,16,73,31,-18,-17,-5,-12,-14,-18,-12,-17,-7,-4,-16,-13,-13,-15,-11,-16,-14,-15,-15,-11
3584,660045c2eb21a27e10a7885ac13a5b9b,2016-02-05,2016-02-05 19:37:16,2016-02-05 19:39:32,-9,-12,-7,-1,0,0,9,0,-2,-7,-13,-14,-13,-16,-15,-14,-13,-11,-1,-3,-7,-6,-11,-12,-9,0,-10,-8,-5,-4
3594,d3e7dbb867584d34be51dc7968e6b8ef,2016-02-09,2016-02-09 16:37:42,2016-02-09 16:40:12,0,0,0,0,0,0,0,0,0,0,-10,-14,0,-11,-13,-12,-13,-12,0,0,0,0,0,0,0,0,0,0,0,0
3598,5db53a40724d152aee046d8861031f21,2016-02-15,2016-02-15 10:05:18,2016-02-15 10:08:01,0,-16,-1,-1,-2,-1,4,2,-3,13,-1,-2,-2,-1,-2,-2,0,-1,-3,-1,-1,-2,-2,-8,-11,-2,11,-13,-4,-2
3580,f881900b2e5a853ecdeefb90b8fb2595,2016-02-05,2016-02-05 16:56:45,2016-02-05 16:59:28,0,0,-12,0,0,-4,0,0,0,0,-15,-15,-5,-15,-15,-15,-8,-7,0,0,-13,0,0,0,-7,0,0,-3,0,0
3589,c742456b85da5c5608f6a803c1af5acf,2016-02-06,2016-02-06 21:53:37,2016-02-06 21:56:05,1,31,13,0,22,29,-9,13,44,-6,-7,-11,-10,-13,-13,-12,-6,-8,-7,0,-10,-8,-11,-11,-12,-14,-10,-11,-13,-12
3591,8a20fc41ff64806e3fda0c5aaa5eaea2,2016-02-07,2016-02-07 19:05:41,2016-02-07 19:07:37,-17,0,-18,-4,-13,0,6,-17,-15,-3,-19,-12,-17,-16,-17,-18,-19,-20,-12,-14,-18,-17,-17,-17,-14,-16,-19,-16,-17,-17
3577,25ca9c09bee400a09d56186718d33c2c,2016-02-05,2016-02-05 15:15:39,2016-02-05 15:18:27,0,0,0,0,20,46,0,0,15,46,-6,-9,-8,-10,-10,-12,-11,0,0,0,0,0,0,0,-5,0,0,9,0,0
3592,3846095f0f546fffa66650add8446875,2016-02-08,2016-02-08 16:41:04,2016-02-08 16:43:02,-6,-14,-14,-15,4,-15,-8,-9,11,-11,-16,-16,-15,-15,-14,-15,-14,-14,-16,-13,-15,-15,-14,-12,-14,-14,-10,-16,-16,-15
3585,c5904759abd4a669b36acda98c350b9a,2016-02-05,2016-02-05 21:03:42,2016-02-05 21:06:50,0,14,0,39,0,0,15,0,8,0,0,0,0,-1,0,0,-6,0,-1,0,-13,0,0,0,0,0,0,0,0,0
3582,16fa643184743e0f5a857c5c893e5864,2016-02-05,2016-02-05 17:23:11,2016-02-05 17:25:59,0,7,24,0,80,52,85,0,10,0,-14,-16,-15,-15,-16,-15,-16,-13,-9,-8,0,0,0,-12,0,-11,0,0,-6,-2
3579,7b8f47703f2ffdea86b2e1d475053c07,2016-02-05,2016-02-05 16:05:14,2016-02-05 16:08:19,53,22,58,14,47,33,1,56,30,2,-2,-10,-5,-13,-11,-12,-8,-5,0,0,-8,-12,-10,-8,-10,-11,-11,-8,-11,-9
3581,9e32905d6ed313581bdc4ff495f50490,2016-02-05,2016-02-05 17:15:49,2016-02-05 17:17:35,-15,-15,-13,-14,-20,-16,-18,-17,-18,-7,-19,-15,-13,-18,-16,-17,-15,-12,-8,-9,-12,-18,-14,-8,-13,-11,-14,-11,-3,-8
3597,911ea0170d10c49d1a5d0aa778f0c8a7,2016-02-13,2016-02-13 02:35:50,2016-02-13 02:39:45,79,53,15,32,29,126,15,133,31,9,-13,0,-12,-12,-15,-15,-14,-16,-10,-13,-12,-16,-10,-13,-11,-8,-13,-13,-15,-12
3588,ccef9dab12696b5bdb17168141659c33,2016-02-06,2016-02-06 14:45:16,2016-02-06 14:47:50,0,0,0,0,9,0,5,0,0,0,-15,-14,-5,-15,-12,-14,-15,-14,-14,-9,-9,-10,-11,-13,-12,-14,-12,-11,-11,-9
3576,247a8019e3ba01474c6ec392a216909f,2016-02-05,2016-02-05 15:12:56,2016-02-05 15:15:25,6,5,4,2,12,3,4,2,6,1,-14,-12,-6,-15,-16,-16,-14,-8,-2,-14,-10,-14,-13,-15,-14,-12,-10,-15,-15,-13
3590,a1f62a4e698e2ea96db71e115ad14b69,2016-02-07,2016-02-07 17:10:19,2016-02-07 17:12:22,0,-15,-9,-13,-10,0,-12,-9,-11,-16,-16,-13,-12,-19,-19,-16,-20,-18,-14,-13,-15,-15,-14,-16,-14,-15,-8,0,-11,-16
3578,f0ff6b8ab7ca9a1804ff75a8e86781c1,2016-02-05,2016-02-05 15:31:31,2016-02-05 15:34:13,31,71,0,0,33,3,0,6,0,0,-11,-13,-13,-14,-14,-14,-8,-13,-14,-10,29,31,0,0,17,23,0,0,0,6
3587,d7528e471a99f55f22c485b812373ff5,2016-02-06,2016-02-06 13:09:26,2016-02-06 13:11:23,-12,-5,-12,-10,-4,-13,-13,-2,-13,0,-12,-10,-2,-12,-1,-12,-13,-14,-11,-12,-2,-9,-14,-12,-10,-9,-13,-11,-10,-13
3593,8eec641294680b2c850940ee22fa0552,2016-02-08,2016-02-08 21:19:41,2016-02-08 21:21:34,4,-13,-14,-14,-3,-13,-3,-16,-13,-12,-11,-15,-14,-15,-16,-17,-16,-16,-11,-15,0,-7,2,-15,-8,-16,-15,-15,-16,-3
3610,49f4ced648f2ea3da65d9111a121d775,2016-02-28,2016-02-28 20:17:37,2016-02-28 20:20:01,0,0,0,0,9,0,11,0,0,0,-17,-12,0,-16,-14,-14,-18,-18,-2,-9,-14,-5,-14,-11,-16,-12,-1,-14,-13,-11
3602,a522e12664440850e7b8401b16d57ed7,2016-02-19,2016-02-19 15:49:02,2016-02-19 15:51:36,0,-14,0,0,15,0,-11,0,0,-2,-13,-14,-13,-12,-13,-12,-13,-5,0,-2,-9,-12,-13,-13,-13,-13,-12,-12,-14,-14
3600,b0d1d73904b22fb6cc4140ec8225179c,2016-02-15,2016-02-15 18:27:17,2016-02-15 18:29:56,0,0,0,0,1,0,-6,-1,13,0,-11,-7,-7,-13,-12,-14,-11,-7,-1,-1,-7,-7,-4,0,-12,-3,-3,0,0,-6
3603,78bcff6905c8dff3531244c23d4b24f5,2016-02-19,2016-02-19 18:59:44,2016-02-19 19:02:15,0,0,0,0,11,27,0,0,0,0,-6,-11,0,-15,-13,-13,-15,-10,0,-4,0,0,5,0,0,0,0,0,0,-2
3601,1728393f3c7e70cdfa441bb1135a85a3,2016-02-19,2016-02-19 15:38:41,2016-02-19 15:41:16,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,-2,0,0
3599,5064a9559d1091a545c61694149f2d10,2016-02-15,2016-02-15 18:14:16,2016-02-15 18:17:05,3,95,22,34,87,13,0,11,0,0,-11,-15,-12,-13,-13,-15,-14,-11,0,-9,10,-8,18,0,-2,-9,-10,0,-6,-14
3583,78f1457565495d184cd6bb774c28a437,2016-02-05,2016-02-05 18:18:26,2016-02-05 18:21:06,6,0,6,0,17,6,15,3,13,12,-9,-15,-4,-14,-9,-14,-16,-12,-11,-2,-12,-7,-6,-7,-7,-3,-3,-5,-5,-4
3604,d86936628322cbc14d0b9e4aa5c6d53b,2016-02-19,2016-02-19 22:03:33,2016-02-19 22:07:09,22,10,50,25,27,14,14,0,14,-11,-14,-14,-12,0,-13,-11,-1,0,-13,-6,0,0,-13,-13,-13,-11,-11,-13,-12,-14
3595,8041e7531c85da0f630c67bdfbe2f7c0,2016-02-12,2016-02-12 16:57:09,2016-02-12 16:59:38,0,-10,-7,-7,-4,-10,0,-6,-7,-9,-14,-8,0,-14,-5,-13,-9,-8,-8,-11,-11,-7,-7,-7,-12,0,-5,-10,-10,0
3613,3fb718bd9bdc2d05caf3ac0c1d9e38c8,2016-03-01,2016-03-01 14:58:37,2016-03-01 15:01:29,23,16,12,15,11,18,0,7,20,15,-7,-8,-6,-7,-11,-11,-8,-6,16,-6,-10,-8,-4,-8,-10,0,-6,-5,-11,-3
